"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences";"Number of residence"
"1935";"Akutt hjerteinfarkt";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";48;NA
"1936";"Akutt hjerteinfarkt";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";31;NA
"1937";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2012";34;NA
"1938";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2013";30;NA
"1939";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2014";36;NA
"1940";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2015";36;NA
"1941";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2016";28;NA
"1942";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2017";31;NA
"1943";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2018";20;NA
"1944";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2019";24;NA
"1945";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2012";69;NA
"1946";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2013";58;NA
"1947";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2014";59;NA
"1948";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2015";59;NA
"1949";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2016";72;NA
"1950";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2017";75;NA
"1951";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2018";64;NA
"1952";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Viken";"X2019";64;NA
"1953";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2012";35;NA
"1954";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2013";24;NA
"1955";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2014";31;NA
"1956";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2015";20;NA
"1957";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2016";15;NA
"1958";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2017";26;NA
"1959";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2018";19;NA
"1960";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Innlandet";"X2019";12;NA
"1961";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";28;NA
"1962";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";23;NA
"1963";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";23;NA
"1964";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";35;NA
"1965";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";26;NA
"1966";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";25;NA
"1967";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";17;NA
"1968";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";21;NA
"1969";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2012";15;NA
"1970";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2013";9;NA
"1971";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2014";11;NA
"1972";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2015";10;NA
"1973";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2016";6;NA
"1974";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2017";10;NA
"1975";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2018";8;NA
"1976";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Agder";"X2019";5;NA
"1977";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2012";28;NA
"1978";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2013";22;NA
"1979";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2014";18;NA
"1980";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2015";21;NA
"1981";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2016";19;NA
"1982";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2017";14;NA
"1983";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2018";17;NA
"1984";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Rogaland";"X2019";22;NA
"1985";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2012";49;NA
"1986";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2013";47;NA
"1987";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2014";49;NA
"1988";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2015";48;NA
"1989";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2016";39;NA
"1990";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2017";37;NA
"1991";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2018";31;NA
"1992";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Vestland";"X2019";36;NA
"1993";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2012";26;NA
"1994";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2013";20;NA
"1995";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2014";31;NA
"1996";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2015";22;NA
"1997";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2016";13;NA
"1998";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2017";22;NA
"1999";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2018";12;NA
"2000";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"More og Romsdal";"X2019";17;NA
"2001";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2012";36;NA
"2002";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2013";37;NA
"2003";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2014";28;NA
"2004";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2015";18;NA
"2005";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2016";30;NA
"2006";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2017";27;NA
"2007";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2018";21;NA
"2008";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Trondelag";"X2019";24;NA
"2009";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2012";17;NA
"2010";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2013";17;NA
"2011";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2014";13;NA
"2012";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2015";7;NA
"2013";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2016";13;NA
"2014";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2017";22;NA
"2015";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2018";18;NA
"2016";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Nordland";"X2019";12;NA
"2017";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2012";13;NA
"2018";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2013";11;NA
"2019";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2014";9;NA
"2020";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2015";9;NA
"2021";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2016";6;NA
"2022";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2017";9;NA
"2023";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2018";8;NA
"2024";"Akutt hjerteinfarkt";"Mann";"90+ ";"Hoveddiagnose";"Troms og Finnmark";"X2019";6;NA
"2025";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2012";11;NA
"2026";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2013";12;NA
"2027";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2014";22;NA
"2028";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2015";15;NA
"2029";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2016";17;NA
"2030";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2017";13;NA
"2031";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2018";21;NA
"2032";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Oslo";"X2019";12;NA
"2033";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2012";28;NA
"2034";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2013";29;NA
"2035";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2014";31;NA
"2036";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2015";29;NA
"2037";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2016";27;NA
"2038";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2017";34;NA
"2039";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2018";20;NA
"2040";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Viken";"X2019";26;NA
"2041";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2012";10;NA
"2042";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2013";18;NA
"2043";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2014";14;NA
"2044";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2015";13;NA
"2045";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2016";8;NA
"2046";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2017";14;NA
"2047";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2018";7;NA
"2048";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Innlandet";"X2019";14;NA
"2049";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";19;NA
"2050";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";15;NA
"2051";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";19;NA
"2052";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";16;NA
"2053";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";10;NA
"2054";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";16;NA
"2055";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";6;NA
"2056";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";13;NA
"2057";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2012";4;NA
"2058";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2013";9;NA
"2059";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2014";6;NA
"2060";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2015";3;NA
"2061";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2016";3;NA
"2062";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2017";4;NA
"2063";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2018";5;NA
"2064";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Agder";"X2019";5;NA
"2065";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2012";20;NA
"2066";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2013";25;NA
"2067";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2014";22;NA
"2068";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2015";24;NA
"2069";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2016";20;NA
"2070";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2017";27;NA
"2071";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2018";29;NA
"2072";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Rogaland";"X2019";24;NA
"2073";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2012";18;NA
"2074";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2013";20;NA
"2075";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2014";13;NA
"2076";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2015";18;NA
"2077";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2016";15;NA
"2078";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2017";17;NA
"2079";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2018";16;NA
"2080";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Vestland";"X2019";15;NA
"2081";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2012";7;NA
"2082";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2013";5;NA
"2083";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2014";18;NA
"2084";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2015";18;NA
"2085";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2016";12;NA
"2086";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2017";5;NA
"2087";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2018";10;NA
"2088";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"More og Romsdal";"X2019";7;NA
"2089";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2012";7;NA
"2090";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2013";10;NA
"2091";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2014";12;NA
"2092";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2015";16;NA
"2093";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2016";7;NA
"2094";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2017";15;NA
"2095";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2018";21;NA
"2096";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Trondelag";"X2019";24;NA
"2097";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2012";13;NA
"2098";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2013";9;NA
"2099";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2014";7;NA
"2100";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2015";11;NA
"2101";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2016";13;NA
"2102";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2017";5;NA
"2103";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2018";13;NA
"2104";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Nordland";"X2019";4;NA
"2105";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2012";7;NA
"2106";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2013";5;NA
"2107";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2014";8;NA
"2108";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2015";7;NA
"2109";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2016";8;NA
"2110";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2017";4;NA
"2111";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2018";6;NA
"2112";"Akutt hjerteinfarkt";"Mann";"90+ ";"Kun bidiagnose";"Troms og Finnmark";"X2019";4;NA
"2113";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2012";14;NA
"2114";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2013";20;NA
"2115";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2014";9;NA
"2116";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2015";12;NA
"2117";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2016";21;NA
"2118";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2017";11;NA
"2119";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2018";16;NA
"2120";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Oslo";"X2019";15;NA
"2121";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2012";57;NA
"2122";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2013";67;NA
"2123";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2014";38;NA
"2124";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2015";43;NA
"2125";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2016";44;NA
"2126";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2017";39;NA
"2127";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2018";25;NA
"2128";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Viken";"X2019";44;NA
"2129";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2012";18;NA
"2130";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2013";21;NA
"2131";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2014";23;NA
"2132";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2015";19;NA
"2133";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2016";17;NA
"2134";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2017";19;NA
"2135";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2018";13;NA
"2136";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Innlandet";"X2019";12;NA
"2137";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";25;NA
"2138";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";23;NA
"2139";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";19;NA
"2140";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";22;NA
"2141";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";17;NA
"2142";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";12;NA
"2143";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";14;NA
"2144";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";17;NA
"2145";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2012";10;NA
"2146";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2013";10;NA
"2147";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2014";6;NA
"2148";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2015";11;NA
"2149";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2016";11;NA
"2150";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2017";14;NA
"2151";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2018";7;NA
"2152";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Agder";"X2019";5;NA
"2153";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2012";15;NA
"2154";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2013";16;NA
"2155";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2014";15;NA
"2156";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2015";22;NA
"2157";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2016";22;NA
"2158";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2017";13;NA
"2159";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2018";13;NA
"2160";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Rogaland";"X2019";7;NA
"2161";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2012";18;NA
"2162";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2013";9;NA
"2163";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2014";17;NA
"2164";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2015";14;NA
"2165";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2016";14;NA
"2166";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2017";18;NA
"2167";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2018";14;NA
"2168";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"Vestland";"X2019";9;NA
"2169";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2012";16;NA
"2170";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Hoveddiagnose";"More og Romsdal";"X2013";7;NA
