"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences"
"2231";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";0
"2232";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";2
"2233";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2012";2
"2234";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2013";2
"2235";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2014";1
"2236";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2015";0
"2237";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2016";0
"2238";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2017";0
"2239";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2018";0
"2240";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Agder";"X2019";0
"2241";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2012";0
"2242";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2013";4
"2243";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2014";2
"2244";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2015";0
"2245";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2016";4
"2246";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2017";3
"2247";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2018";4
"2248";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Rogaland";"X2019";1
"2249";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2012";2
"2250";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2013";1
"2251";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2014";2
"2252";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2015";0
"2253";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2016";1
"2254";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2017";0
"2255";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2018";1
"2256";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Vestland";"X2019";2
"2257";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2012";0
"2258";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2013";1
"2259";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2014";1
"2260";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2015";0
"2261";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2016";0
"2262";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2017";1
"2263";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2018";1
"2264";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"More og Romsdal";"X2019";1
"2265";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2012";3
"2266";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2013";3
"2267";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2014";1
"2268";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2015";0
"2269";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2016";0
"2270";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2017";1
"2271";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2018";2
"2272";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Trondelag";"X2019";0
"2273";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2012";0
"2274";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2013";0
"2275";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2014";2
"2276";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2015";2
"2277";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2016";1
"2278";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2017";1
"2279";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2018";0
"2280";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Nordland";"X2019";1
"2281";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";1
"2282";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";1
"2283";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";3
"2284";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";0
"2285";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";0
"2286";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";1
"2287";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";0
"2288";"Akutt hjerteinfarkt";"Kvinne";"0-49 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";1
"2289";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2012";100
"2290";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2013";99
"2291";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2014";100
"2292";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2015";95
"2293";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2016";91
"2294";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2017";95
"2295";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2018";83
"2296";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Oslo";"X2019";90
"2297";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2012";268
"2298";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2013";308
"2299";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2014";318
"2300";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2015";265
"2301";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2016";248
"2302";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2017";286
"2303";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2018";258
"2304";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Viken";"X2019";239
"2305";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2012";115
"2306";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2013";114
"2307";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2014";92
"2308";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2015";96
"2309";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2016";102
"2310";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2017";86
"2311";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2018";94
"2312";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Innlandet";"X2019";95
"2313";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";105
"2314";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";120
"2315";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";110
"2316";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";108
"2317";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";122
"2318";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";102
"2319";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";90
"2320";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";85
"2321";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2012";54
"2322";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2013";50
"2323";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2014";69
"2324";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2015";41
"2325";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2016";43
"2326";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2017";37
"2327";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2018";50
"2328";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Agder";"X2019";54
"2329";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2012";89
"2330";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2013";93
"2331";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2014";97
"2332";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2015";88
"2333";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2016";88
"2334";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2017";97
"2335";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2018";68
"2336";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Rogaland";"X2019";93
"2337";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2012";135
"2338";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2013";138
"2339";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2014";102
"2340";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2015";127
"2341";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2016";127
"2342";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2017";118
"2343";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2018";95
"2344";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Vestland";"X2019";104
"2345";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2012";63
"2346";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2013";46
"2347";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2014";57
"2348";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2015";66
"2349";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2016";69
"2350";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2017";56
"2351";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2018";52
"2352";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"More og Romsdal";"X2019";70
"2353";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2012";123
"2354";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2013";106
"2355";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2014";112
"2356";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2015";116
"2357";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2016";115
"2358";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2017";102
"2359";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2018";101
"2360";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Trondelag";"X2019";114
"2361";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2012";75
"2362";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2013";57
"2363";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2014";67
"2364";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2015";59
"2365";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2016";60
"2366";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2017";63
"2367";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2018";61
"2368";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Nordland";"X2019";58
"2369";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";54
"2370";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";56
"2371";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";55
"2372";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";50
"2373";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";54
"2374";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";57
"2375";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";54
"2376";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";53
"2377";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2012";15
"2378";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2013";26
"2379";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2014";14
"2380";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2015";16
"2381";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2016";17
"2382";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2017";26
"2383";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2018";22
"2384";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Oslo";"X2019";22
"2385";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2012";39
"2386";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2013";33
"2387";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2014";37
"2388";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2015";37
"2389";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2016";32
"2390";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2017";22
"2391";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2018";39
"2392";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Viken";"X2019";35
"2393";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2012";30
"2394";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2013";17
"2395";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2014";13
"2396";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2015";9
"2397";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2016";17
"2398";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2017";20
"2399";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2018";3
"2400";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Innlandet";"X2019";3
"2401";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";16
"2402";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";11
"2403";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";11
"2404";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";10
"2405";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";7
"2406";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";9
"2407";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";9
"2408";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";8
"2409";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2012";7
"2410";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2013";6
"2411";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2014";7
"2412";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2015";3
"2413";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2016";4
"2414";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2017";6
"2415";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2018";7
"2416";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Agder";"X2019";5
"2417";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2012";21
"2418";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2013";11
"2419";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2014";23
"2420";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2015";18
"2421";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2016";20
"2422";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2017";33
"2423";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2018";33
"2424";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Rogaland";"X2019";21
"2425";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2012";10
"2426";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2013";13
"2427";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2014";23
"2428";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2015";12
"2429";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2016";17
"2430";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2017";10
"2431";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2018";16
"2432";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Vestland";"X2019";17
"2433";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2012";8
"2434";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2013";9
"2435";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2014";2
"2436";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2015";10
"2437";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2016";7
"2438";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2017";6
"2439";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2018";1
"2440";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2019";3
"2441";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2012";17
"2442";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2013";19
"2443";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2014";29
"2444";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2015";16
"2445";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2016";15
"2446";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2017";7
"2447";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2018";10
"2448";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Trondelag";"X2019";11
"2449";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2012";7
"2450";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2013";6
"2451";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2014";12
"2452";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2015";10
"2453";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2016";9
"2454";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2017";13
"2455";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2018";3
"2456";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Nordland";"X2019";10
"2457";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";8
"2458";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";12
"2459";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";13
"2460";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";13
"2461";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";11
"2462";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";5
"2463";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";8
"2464";"Akutt hjerteinfarkt";"Kvinne";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";13
"2465";"Akutt hjerteinfarkt";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2012";221
"2466";"Akutt hjerteinfarkt";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2013";240
"2467";"Akutt hjerteinfarkt";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2014";238
"2468";"Akutt hjerteinfarkt";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2015";190
"2469";"Akutt hjerteinfarkt";"Kvinne";"70-89 ";"Hoveddiagnose";"Oslo";"X2016";188
